user_id,manual_financial_category,manual_enhanced_segment,manual_financial_health_score,manual_engagement_score,ml_financial_category,ml_enhanced_segment,ml_financial_health_score,ml_engagement_score
user_000,Good,Payment_Recovery_Priority,0.684112295,0.322625,Good,Payment_Recovery_Priority,0.7355573237776604,-8.80023307862701
user_001,Fair,Debt_Management_Priority,0.536960085,0.632,Fair,Debt_Management_Priority,0.55244065452245,-13.315544905279125
user_002,Good,Growth_Focused,0.78318779,0.6011666666666667,Excellent,Activation_Needed,0.8352484364884734,-20.40923520659121
user_003,Good,Growth_Focused,0.7585847849999999,0.5043888888888888,Excellent,Activation_Needed,0.8138085036922004,-17.511431928820045
user_004,Good,Mainstream,0.680233465,0.28125,Good,Activation_Needed,0.7464540811408715,-3.202172244487386
user_005,Excellent,Premium_Moderate,0.84030594,0.34005,Excellent,Activation_Needed,0.8763691693454895,-8.146008035387975
user_006,Fair,Debt_Management_Priority,0.643861315,0.5244090909090908,Good,Debt_Management_Priority,0.7301646394331857,-14.943951139084607
user_007,Excellent,Premium_Moderate,0.806173735,0.2705,Excellent,Activation_Needed,0.8487397575643207,-6.926986550396073
user_008,Good,Mainstream,0.688329335,0.4383125,Good,Activation_Needed,0.6560900784926418,-9.942391761593026
user_009,Excellent,Premium_Engaged,0.8746790050000001,0.6838,Excellent,Activation_Needed,0.9098272125057539,-18.275999056480195
user_010,Fair,Payment_Recovery_Priority,0.54323526,0.4501111111111111,Fair,Payment_Recovery_Priority,0.6283440053997474,-13.721925978459643
user_011,Poor,Debt_Management_Priority,0.44883397,0.577923076923077,Fair,Debt_Management_Priority,0.5689945596139258,-19.02517085540653
user_012,Good,Growth_Focused,0.74799898,0.7090416666666666,Good,Activation_Needed,0.7970640458671672,-20.24794444645804
user_013,Good,Growth_Focused,0.76468994,0.5720714285714286,Excellent,Activation_Needed,0.8213203144351043,-19.07713130239037
user_014,Poor,Payment_Recovery_Priority,0.363508995,0.68253125,Fair,Payment_Recovery_Priority,0.46734708560824045,-21.983929291716137
user_015,Good,Mainstream,0.74360622,0.434,Good,Activation_Needed,0.7141408650042395,-12.597098214278972
user_016,Good,Mainstream,0.741874045,0.48942857142857144,Excellent,Activation_Needed,0.8021278113510952,-11.785921961444387
user_017,Excellent,Premium_Engaged,0.822549785,0.57178125,Excellent,Activation_Needed,0.8632755850243929,-15.985403951887609
user_018,Fair,Debt_Management_Priority,0.5933736150000001,0.5518636363636364,Good,Debt_Management_Priority,0.6799046614110487,-14.339002843342854
user_019,Good,Mainstream,0.66982985,0.47533333333333333,Good,Activation_Needed,0.7388442430557777,-15.482863236866628
user_020,Fair,Debt_Management_Priority,0.635812185,0.4494375,Good,Debt_Management_Priority,0.7260758454161137,-10.71910472634192
user_021,Excellent,Premium_Engaged,0.850566955,0.6705555555555556,Excellent,Activation_Needed,0.8857741150679701,-19.866294846625607
user_022,Poor,Payment_Recovery_Priority,0.40947465499999997,0.44256249999999997,Poor,Payment_Recovery_Priority,0.42159735054941216,-17.173897007577175
user_023,Good,Payment_Recovery_Priority,0.71835674,0.42675,Good,Payment_Recovery_Priority,0.7592193044541284,-11.425219517560816
user_024,Good,Growth_Focused,0.7270447899999999,0.5187,Good,Activation_Needed,0.7902028916181746,-12.297056326508969
user_025,Fair,Growth_Focused,0.61721773,0.531625,Fair,Activation_Needed,0.6094471098981207,-12.989789122710853
user_026,Good,Payment_Recovery_Priority,0.721042585,0.38160000000000005,Good,Payment_Recovery_Priority,0.7547385009476021,-14.683643663528857
user_027,Good,Growth_Focused,0.772289455,0.5747222222222222,Excellent,Activation_Needed,0.8274115488735482,-13.175509007964717
user_028,Fair,Debt_Management_Priority,0.49768472999999996,0.63575,Fair,Debt_Management_Priority,0.5094103731056357,-19.75413675802713
user_029,Good,Growth_Focused,0.771152615,0.557375,Excellent,Activation_Needed,0.8165600505664127,-18.254965906798894
user_030,Good,Mainstream,0.7617260950000001,0.421625,Excellent,Activation_Needed,0.8077859635339629,-8.777322314469684
user_031,Good,Debt_Management_Priority,0.65607181,0.57675,Good,Debt_Management_Priority,0.7255673172794831,-15.634939911268948
user_032,Good,Mainstream,0.799098955,0.34858333333333336,Excellent,Activation_Needed,0.8473954357197885,-7.397839925222112
user_033,Excellent,Premium_Engaged,0.8215125900000001,0.50125,Excellent,Activation_Needed,0.8510903638391997,-17.76669921637319
user_034,Good,Growth_Focused,0.744120255,0.5202142857142857,Excellent,Activation_Needed,0.8043411189841526,-13.935284965019179
user_035,Excellent,Premium_Engaged,0.812381625,0.5578928571428572,Excellent,Activation_Needed,0.8446191807276293,-14.5845191599436
user_036,Fair,Debt_Management_Priority,0.57762998,0.32075,Good,Debt_Management_Priority,0.6692151558932984,-14.700980913657487
user_037,Excellent,Premium_Moderate,0.895772245,0.49087499999999995,Excellent,Activation_Needed,0.920868030416876,-17.07953406184554
user_038,Fair,Payment_Recovery_Priority,0.60514361,0.43805555555555553,Good,Payment_Recovery_Priority,0.6752200987542628,-12.880244513538244
user_039,Good,Debt_Management_Priority,0.72008825,0.42390000000000005,Good,Debt_Management_Priority,0.7844180993186386,-17.636898351967353
user_040,Good,Growth_Focused,0.765008795,0.565,Excellent,Activation_Needed,0.8211727253136758,-18.303491973468986
user_041,Fair,Payment_Recovery_Priority,0.5627281249999999,0.49695,Fair,Payment_Recovery_Priority,0.6332056901484124,-10.778538844865063
user_042,Good,Growth_Focused,0.74758525,0.5123181818181818,Good,Activation_Needed,0.7978076082730924,-14.099801400072533
user_043,Fair,Mainstream,0.645062295,0.3143571428571429,Fair,Activation_Needed,0.6307807565058072,-9.00978668196174
user_044,Fair,Debt_Management_Priority,0.54205262,0.6037692307692307,Fair,Debt_Management_Priority,0.6495295715869436,-20.82966908293032
user_045,Excellent,Premium_Engaged,0.81366756,0.5713333333333334,Excellent,Activation_Needed,0.8561070588737504,-13.703175525158759
user_046,Good,Debt_Management_Priority,0.660709,0.4678636363636363,Good,Debt_Management_Priority,0.7302996561411793,-10.996123036336394
user_047,Good,Payment_Recovery_Priority,0.735754315,0.5044333333333333,Good,Payment_Recovery_Priority,0.7736735197849403,-17.523714473828164
user_048,Good,Growth_Focused,0.76744388,0.58003125,Excellent,Activation_Needed,0.8110701851333296,-14.827697481670143
user_049,Good,Payment_Recovery_Priority,0.6989258099999999,0.4633125,Good,Payment_Recovery_Priority,0.748640228406357,-15.155205873900243
user_050,Good,Mainstream,0.6880376,0.4276111111111111,Good,Activation_Needed,0.7534661619291232,-15.23317179802431
user_051,Fair,Payment_Recovery_Priority,0.45025691,0.35006249999999994,Fair,Payment_Recovery_Priority,0.5466110530372992,-7.248442434995762
user_052,Good,Debt_Management_Priority,0.66841288,0.6514090909090908,Good,Debt_Management_Priority,0.7365477525977847,-16.24547859663326
user_053,Good,Growth_Focused,0.767366935,0.6671388888888888,Excellent,Activation_Needed,0.8233298631845425,-24.725357511521803
user_054,Good,Growth_Focused,0.722970335,0.5061818181818182,Good,Activation_Needed,0.7897443610924283,-11.149640107601734
user_055,Excellent,Premium_Moderate,0.8174006300000001,0.38971428571428574,Excellent,Activation_Needed,0.8478204081805911,-14.270988465654096
user_056,Good,Debt_Management_Priority,0.6640113449999999,0.7218076923076924,Good,Debt_Management_Priority,0.7446693029070656,-18.40185044285677
user_057,Fair,Debt_Management_Priority,0.5526721,0.5538333333333334,Fair,Debt_Management_Priority,0.643959477013547,-16.346563864374694
user_058,Good,Growth_Focused,0.695910475,0.5590416666666667,Good,Activation_Needed,0.7553561715164251,-16.71019352951931
user_059,Good,Growth_Focused,0.734976795,0.522375,Good,Activation_Needed,0.7857579212601962,-15.811374557027092
user_060,Good,Debt_Management_Priority,0.73791066,0.5336153846153846,Good,Debt_Management_Priority,0.7990783621131685,-15.931745322508595
user_061,Excellent,Premium_Engaged,0.835836205,0.5493,Excellent,Activation_Needed,0.8686512976806987,-19.981280086547518
user_062,Good,Payment_Recovery_Priority,0.729255365,0.6268333333333334,Good,Payment_Recovery_Priority,0.765455469198737,-16.820008291557503
user_063,Fair,Debt_Management_Priority,0.609983735,0.5432692307692307,Good,Debt_Management_Priority,0.6975252915758533,-16.60574689261049
user_064,Fair,Debt_Management_Priority,0.56815666,0.38125,Good,Debt_Management_Priority,0.6634395979306033,-14.301714144493223
user_065,Excellent,Premium_Moderate,0.826098125,0.47335,Excellent,Activation_Needed,0.8650178179749233,-11.904773481852246
user_066,Fair,Debt_Management_Priority,0.646062965,0.4682,Good,Debt_Management_Priority,0.7264555846675133,-9.634133329059548
user_067,Good,Growth_Focused,0.765636,0.5374615384615384,Excellent,Activation_Needed,0.8204966107515289,-16.20027184446154
user_068,Fair,Debt_Management_Priority,0.52799593,0.3462142857142857,Fair,Debt_Management_Priority,0.5401032619364317,-15.19668689620979
user_069,Fair,Payment_Recovery_Priority,0.531083685,0.5872272727272727,Fair,Payment_Recovery_Priority,0.5238812728762027,-14.286242722744337
user_070,Good,Debt_Management_Priority,0.6595919950000001,0.5121875,Good,Debt_Management_Priority,0.7268056068858019,-15.100114932004226
user_071,Good,Growth_Focused,0.72597508,0.5358333333333334,Good,Activation_Needed,0.7929106528883026,-15.08985974163491
user_072,Fair,Debt_Management_Priority,0.5328545800000001,0.43966666666666665,Fair,Debt_Management_Priority,0.6215751041945133,-12.998990563888857
user_073,Good,Growth_Focused,0.733537485,0.6388750000000001,Good,Activation_Needed,0.784568101942972,-20.669681298280523
user_074,Good,Mainstream,0.7645566500000001,0.47852941176470587,Excellent,Activation_Needed,0.8190290809828307,-17.07688874054295
user_075,Excellent,Premium_Moderate,0.867242725,0.4315,Excellent,Activation_Needed,0.897919473764229,-11.756849772172703
user_076,Excellent,Premium_Moderate,0.8829033700000001,0.45288888888888884,Excellent,Activation_Needed,0.9010376735986666,-10.833735826880709
user_077,Good,Payment_Recovery_Priority,0.70739891,0.5582777777777778,Good,Payment_Recovery_Priority,0.7409710524645847,-12.027408945214791
user_078,Fair,Payment_Recovery_Priority,0.5092133050000001,0.4682222222222222,Fair,Payment_Recovery_Priority,0.599495875125687,-18.068513507045246
user_079,Excellent,Payment_Recovery_Priority,0.80808523,0.35900000000000004,Excellent,Payment_Recovery_Priority,0.8313223923969907,-11.971493447815543
user_080,Good,Mainstream,0.745030855,0.37012500000000004,Excellent,Activation_Needed,0.8061731057044171,-12.116535624745888
user_081,Good,Payment_Recovery_Priority,0.6870718299999999,0.5468611111111111,Good,Payment_Recovery_Priority,0.7274133163473502,-16.32793644444886
user_082,Good,Mainstream,0.698017855,0.302125,Good,Activation_Needed,0.7586473800169897,-9.030120586743672
user_083,Good,Debt_Management_Priority,0.657901925,0.483125,Good,Debt_Management_Priority,0.7269642464392316,-13.071061400497282
user_084,Good,Payment_Recovery_Priority,0.65896285,0.47544444444444445,Good,Payment_Recovery_Priority,0.7201004156597823,-12.40849469673365
user_085,Good,Payment_Recovery_Priority,0.718749205,0.4516818181818182,Good,Payment_Recovery_Priority,0.762973657047861,-14.909837588866107
user_086,Excellent,Premium_Moderate,0.901214885,0.29080000000000006,Excellent,Activation_Needed,0.9289354376351157,-13.892096284644637
user_087,Good,Growth_Focused,0.66727137,0.5588,Good,Activation_Needed,0.7369198552840508,-19.470150786680062
user_088,Fair,Payment_Recovery_Priority,0.587013735,0.6532307692307693,Fair,Payment_Recovery_Priority,0.64711352140739,-13.61402255643575
user_089,Fair,Payment_Recovery_Priority,0.580927955,0.48027272727272724,Fair,Payment_Recovery_Priority,0.6374965559004228,-16.905966107056322
user_090,Good,Debt_Management_Priority,0.70948048,0.6763125,Good,Debt_Management_Priority,0.7782451445291594,-19.62402950081515
user_091,Good,Payment_Recovery_Priority,0.713666165,0.58525,Good,Payment_Recovery_Priority,0.7442369881352069,-14.51314325274144
user_092,Good,Growth_Focused,0.765662685,0.5470384615384616,Excellent,Activation_Needed,0.8052964409877098,-16.868902884124374
user_093,Good,Mainstream,0.684644595,0.3840714285714285,Good,Activation_Needed,0.7488662787968229,-13.877021697017415
user_094,Good,Debt_Management_Priority,0.71222741,0.5429444444444445,Good,Debt_Management_Priority,0.7818447932973168,-14.039009184018445
user_095,Fair,Growth_Focused,0.552021615,0.5465,Fair,Activation_Needed,0.5531642591309364,-20.963098885590014
user_096,Fair,Debt_Management_Priority,0.5923276399999999,0.39380000000000004,Good,Debt_Management_Priority,0.6883197402970271,-15.535409791163602
user_097,Fair,Payment_Recovery_Priority,0.5019332,0.5488928571428571,Fair,Payment_Recovery_Priority,0.5945143171132672,-15.937533795495463
user_098,Good,Growth_Focused,0.7885292599999999,0.6163749999999999,Excellent,Activation_Needed,0.8386254028490135,-18.40143440368917
user_099,Good,Payment_Recovery_Priority,0.7504936,0.48388888888888887,Good,Payment_Recovery_Priority,0.7838050699833036,-16.080185566810847
